Rating,Reviews
4.9,59
4.7,163
4.7,19090
4.7,146
4.3,3781467
4.5,5591653
4.4,1432447
4.3,1167143
4.7,10
4.5,776730
4.6,819694
4.6,4451317
4.5,1243017
4.7,8347
5.0,6
5.0,3
5.0,1
4.7,191
5.0,2
4.8,18
4.8,5865
4.7,413
4.9,29
4.7,2068
4.9,1288
4.8,1902
5.0,7
4.8,1304467
4.5,947515
5.0,15
5.0,1
4.8,8
4.5,641219
4.7,12
5.0,2
4.9,26
4.7,1363
4.8,16
5.0,3
5.0,7
4.8,10
5.0,100
4.7,38
5.0,23
4.3,1004709
4.8,238
4.7,119
4.3,2838064
5.0,3
5.0,3
5.0,8
5.0,2
4.7,19784
4.8,265
4.7,705
4.8,41
4.7,3
4.7,3
5.0,4
4.8,11
4.7,396
4.7,20535
4.7,513
4.7,142308
4.7,412744
4.7,12784
4.7,24557
4.9,55723
4.4,1490722
4.8,22290
4.7,34279
4.7,183343
4.7,8264
4.7,62561
4.7,41625
5.0,2
4.8,726
4.7,7
4.8,4
4.8,74
5.0,12
4.5,838738
5.0,1
4.8,6
5.0,13
5.0,5
4.7,11
4.7,26
5.0,7
5.0,1
5.0,5
5.0,5
5.0,10
5.0,8
5.0,3
5.0,1
5.0,22
4.8,65
4.4,885187
4.7,658087
5.0,4
5.0,5
5.0,7
5.0,2
4.6,1432809
5.0,4
4.7,6
4.7,12
4.7,15
5.0,1
4.7,10
5.0,2
5.0,7
5.0,8
4.7,6
4.7,213
4.9,88
4.7,54
4.9,66
4.7,17861
4.7,1647
4.7,1947
4.7,4928
4.8,35
4.8,60
5.0,4
5.0,1
4.7,19
4.8,4
5.0,11
4.5,4218587
5.0,15
5.0,7
4.7,3
5.0,5
5.0,5
5.0,6
5.0,3
5.0,1
4.7,706618
4.7,221
4.7,244
5.0,8
4.7,10
5.0,1
5.0,7
5.0,3
4.7,20001
4.6,4578890
5.0,47
5.0,24
4.2,2233681
5.0,36
4.7,19
5.0,2
5.0,3
4.7,6
4.7,24900999
4.6,6700847
4.7,23802
4.6,3090680
4.6,2246379
4.5,8190074
4.7,85079
4.4,953790
4.7,1500
4.7,1873
4.7,76
4.6,847144
4.8,52
4.7,21979
4.3,920571
4.7,39153
5.0,1
4.9,206
4.7,8038
4.7,65
4.7,12
4.7,92958
5.0,4
5.0,4
5.0,5
4.8,34443
4.8,124
4.8,36557
5.0,2
4.7,28237
4.7,55
4.7,499
5.0,17
5.0,8
4.7,92010
5.0,7
5.0,6
4.6,1502622
4.8,33
4.8,16
5.0,43
4.7,160
4.7,6
5.0,3
5.0,5
4.7,315
5.0,6
4.8,8191
5.0,4
5.0,1
4.8,12
4.7,6208
4.7,2374
4.7,3661
4.8,495
4.6,10981850
4.8,6
4.8,10
4.8,341
5.0,12
5.0,1
4.7,175
4.7,42
5.0,103
5.0,3
4.8,171
4.4,2418165
4.7,16851
4.8,17
4.7,439
4.7,541732
4.7,39
4.9,57
5.0,3
5.0,2
5.0,2
4.7,3
5.0,2
4.9,7
5.0,2
4.8,12400
4.8,528550
4.7,142758
4.6,2674051
4.7,136540
4.2,794058
4.7,88993
5.0,5
5.0,5
4.8,21
4.4,2440877
4.9,117
5.0,34
4.3,2468915
4.6,2354042
5.0,22
4.7,78
5.0,3
5.0,1
4.3,1517395
4.5,785622
4.2,951435
4.7,198480
4.7,3408
5.0,8
5.0,1
4.9,17
4.7,10318
5.0,1
4.8,6
5.0,4
5.0,1
5.0,3
4.7,407589
4.4,3941129
5.0,1
5.0,6
4.7,417197
4.7,466495
4.7,6297590
4.8,39068
4.2,3909032
4.3,1648515
4.7,55952
4.4,928720
4.2,609186
4.3,771001
4.5,617732
4.8,332623
4.7,696665
4.4,860078
5.0,2
4.8,5
4.8,65
4.7,6505
4.3,1072565
5.0,2
4.7,59632
4.9,18
4.7,51
5.0,3
5.0,3
5.0,20
5.0,1
5.0,12
4.7,4856
4.7,2910
4.7,456474
4.3,815974
4.7,253155
4.4,691474
4.7,7566
4.6,2401017
4.7,1115
4.7,10786
4.7,25
4.7,38
4.7,19
4.8,38
4.9,707
4.5,1094094
4.5,594406
4.7,429
4.9,15
4.6,877576
4.8,5
4.8,4
5.0,3
4.5,1312936
5.0,1
5.0,18
4.4,783025
4.7,4328
5.0,1
4.7,24985
4.5,12759815
4.5,13479633
4.3,1133539
4.7,14051
4.7,4595
4.8,3390
4.7,101163
4.6,1048766
4.7,1251479
5.0,1
4.8,11
5.0,5
4.9,9
4.9,38
4.7,11
4.8,18298
5.0,6
4.7,10
5.0,9
5.0,13
4.7,416
5.0,7
4.8,6
5.0,4
5.0,6
4.9,37
5.0,8
4.7,2807
4.7,642
4.7,57
5.0,8
4.7,125
4.9,26
4.5,2371338
4.4,1690802
4.4,3344300
4.5,1455952
4.3,636995
4.5,1461698
4.1,820577
4.3,2903386
5.0,1
4.8,6
5.0,9
5.0,3
4.7,1730
5.0,1
4.7,62
5.0,6
5.0,5
5.0,1
4.9,8
5.0,3
4.8,5
4.7,23
5.0,5
5.0,7
5.0,2
5.0,8
4.8,17
5.0,4
4.7,19
4.8,311
4.7,6547
4.7,24278
4.7,3776
5.0,3
4.4,1309728
4.7,14773
4.8,8369
5.0,4
5.0,4
5.0,2
4.7,15
4.9,34
5.0,10
4.4,764967
5.0,1
4.7,143
4.8,3136
4.7,316
5.0,90
5.0,3
4.8,725
4.9,107
4.3,697805
5.0,18
4.9,122
4.9,82
4.9,19
5.0,10
5.0,2
4.9,42
5.0,43
5.0,2
4.7,3
4.9,11
5.0,4
5.0,4
5.0,5
4.8,36968
4.8,526595
4.7,56197
4.7,244797
4.6,1123190
4.4,1986068
4.5,910051
4.6,750321
4.3,711719
4.9,922752
4.7,61600
4.5,1375988
4.7,416
5.0,1
4.7,188740
4.3,1574546
4.3,1842381
5.0,2
4.9,18
5.0,3
4.7,14
4.7,54
5.0,3
4.7,7
4.7,81614
4.7,5867
5.0,19
5.0,1
4.7,10
4.4,669901
4.7,7252
5.0,3
4.8,337532
4.7,273
4.9,58
4.5,932870
4.8,3782
4.3,2339098
4.6,1371082
4.5,1536512
3.9,878065
4.7,1719
4.2,1260143
4.8,1264084
4.7,193364
4.2,1260903
4.7,68
5.0,10
5.0,5
4.7,78
4.7,4501
4.8,432160
4.9,85
3.9,903392
4.9,3071
4.7,900
4.7,15
4.7,87
4.9,7
4.7,37
4.7,32
4.7,13
4.7,1327
4.7,3696
5.0,7
4.4,7615646
4.6,2721923
4.0,1279800
4.7,37090
4.7,37
4.7,5229
4.8,160
4.3,758590
4.9,15883
4.9,195
4.8,3346
5.0,4
4.8,1697
4.7,2317
4.9,10
4.7,175
5.0,2
4.8,12
5.0,104
4.7,42
4.9,15
4.8,24
5.0,19
4.5,5534114
5.0,2
5.0,2
5.0,141
4.9,55
4.8,6
4.2,839206
4.8,1228
4.0,995002
4.8,10
5.0,5
4.9,27
5.0,4
4.4,687136
4.8,615
4.7,15
4.7,32
4.0,660613
4.9,1420
5.0,1
4.8,12700
4.9,1211
4.9,119
5.0,36
4.8,1456
4.7,246
4.7,10
4.7,40
4.9,36
5.0,10
4.7,1566
5.0,33
5.0,14
5.0,3
4.7,178
5.0,5
4.4,1351833
4.8,4
4.8,12
5.0,4
5.0,14
5.0,5
5.0,2
4.5,1519671
5.0,14
5.0,32
4.8,8
5.0,1
4.3,834117
4.7,61445
4.7,2036
4.9,52
4.7,376223
4.8,19
5.0,22
4.8,44
5.0,4
