Rating,Reviews
4.3,266948
4.5,14206
4.3,206532
4.1,9348
4.3,14700
4.5,42828
4.2,40209
4.6,37862
3.5,1405
4.2,69498
4.4,148549
4.4,84311
4.6,211856
4.3,206532
4.5,172508
4.8,256079
4.4,2078
4.1,16103
4.9,11
4.7,21
4.7,31085
4.7,3528
4.4,5456208
4.0,11656
4.2,28948
4.3,296771
4.5,470089
3.5,10939
4.2,98509
3.1,5241
4.6,22508
4.2,10291
4.3,7165362
4.3,4885646
4.1,141980
3.8,6979
3.4,46618
4.3,103078
4.4,17682
4.4,37000
4.0,175528
3.7,1828284
3.9,34923
4.5,684116
4.4,46916
4.3,407698
4.2,702975
4.2,32458
4.5,235496
4.7,11661
4.5,653008
4.5,23063
3.4,87384
4.2,411683
4.3,8918
4.2,501498
4.6,2133296
4.1,29690
4.2,130549
4.2,613059
4.3,1633682
4.4,42050
3.9,2646
4.1,21867
4.3,32732
4.5,653008
4.6,243747
3.6,2639
4.3,1511
4.3,44550
4.2,501497
4.4,5456208
4.1,7813
4.1,1033
4.2,2442
3.9,15254
4.2,155234
3.7,310066
4.5,12216
3.7,388089
3.8,92058
4.3,88185
3.0,493
4.1,33387
4.2,123279
4.1,27424
3.9,60841
4.0,29706
4.4,288150
4.2,14807
4.0,319692
3.9,61201
4.0,22998
4.2,12398
4.0,35928
4.3,64448
3.9,22378
4.2,501498
4.4,5456599
4.3,296829
3.7,310095
4.3,88185
3.7,388089
3.8,92058
4.2,123279
4.0,319691
3.9,60841
4.4,288150
4.5,16372
4.1,58028
4.1,33387
3.9,61201
4.5,736864
4.0,29706
4.1,27424
3.6,1968
3.8,35279
4.0,35931
4.2,14807
3.7,17247
3.8,87723
3.7,18523
4.1,182103
3.7,197774
3.9,8674
4.4,5456708
4.3,296771
3.9,58082
3.7,388089
3.7,310066
4.2,123279
4.3,88185
4.0,319691
4.1,7813
3.9,60841
4.5,653008
3.9,27424
4.1,33387
4.3,407719
4.4,288150
4.1,115033
4.0,22997
3.9,61201
3.9,801
4.0,29706
4.1,27424
4.2,12398
3.8,35279
4.0,35931
3.9,22378
4.2,14807
3.7,197774
3.9,8674
4.2,8968
4.3,303
4.3,407719
4.6,732
4.3,1856
4.6,50725
4.2,123279
4.6,243747
4.5,1575
4.6,6238
3.9,9941
4.2,23666
4.4,67554
4.2,38769
4.3,160164
4.6,3771
4.3,256664
4.5,787177
4.0,3782
4.0,40113
4.5,7074
4.5,2153
4.0,26089
4.0,20611
4.2,811
4.4,15558
4.6,573
4.6,8232
4.1,3089
4.6,3874
4.4,464
4.6,731
4.9,69
4.5,8800
4.6,99
4.7,30
4.3,456
4.2,3200
4.3,5839
5.0,4
4.4,663
5.0,16
4.5,1065
4.5,1953
4.8,12
4.4,4298
5.0,1
3.7,100
4.1,399
4.8,28
4.6,7
4.4,124424
4.4,39041
3.6,52306
3.7,36718
3.8,42644
4.2,278082
4.2,6076
4.2,112656
3.3,335738
3.4,31906
4.3,20672
4.2,957973
4.7,130582
4.1,31218
4.7,167168
4.0,34428
3.6,15247
4.0,48445
3.6,35518
4.3,12185
4.2,36746
4.2,21996
4.1,138371
4.0,12073
4.1,111632
4.4,250706
4.7,706301
4.5,64959
4.3,659741
4.6,510392
4.3,7215
4.0,25508
4.5,60449
4.5,381788
3.6,10697
4.2,347838
4.1,31804
3.5,3856
4.4,199684
4.0,44545
4.5,1336246
4.2,257
4.6,57493
4.2,283
4.8,12304
4.5,8188
4.2,11919
4.3,45957
4.2,347838
4.4,126431
4.4,21570
4.6,134564
4.2,283
4.6,16961
4.6,111254
4.4,7731
4.3,5928
4.2,15703
4.2,6148
3.8,861
4.5,8662
4.6,23130
4.6,69973
4.7,1311
4.6,26587
4.6,2417
4.7,706302
3.8,1054
4.3,25166
4.3,129304
4.5,19870
4.6,3596
4.6,161440
4.7,7514
4.5,46106
4.4,15141
3.9,714
4.5,42410
4.6,260547
4.1,4344
4.5,22808
4.4,42809
4.5,16808
4.6,157505
4.2,24647
4.4,1922
4.1,3334
3.9,10658
4.6,57493
4.5,78361
3.7,2594
4.1,13868
4.4,135952
4.6,11066
4.5,8188
4.3,45962
4.3,34861
4.3,37580
4.4,281485
4.3,685
4.4,126447
4.3,129304
4.4,3780
4.1,15192
4.4,5950
4.2,15993
4.3,5905
4.4,7731
4.3,659760
4.3,14627
3.9,1098
4.1,2898
4.1,70782
4.2,11264
4.5,100997
4.2,347874
4.7,3290
4.4,341090
4.6,964
4.6,87951
4.4,250719
4.6,510401
4.3,24729
4.0,78306
4.4,43313
4.6,1374549
4.2,208463
4.1,6998
3.6,145323
4.1,64784
4.6,32997
4.7,2707
4.7,129737
4.7,611136
4.7,6118
4.1,2473
3.4,109784
3.8,3320
3.7,61
4.2,68103
3.1,8412
3.5,10741
4.7,3803
4.5,155944
4.2,10159
4.3,28008
4.0,43614
4.5,455377
4.6,1398
4.7,1032935
4.1,32405
4.3,151080
3.8,22513
4.4,90042
4.3,58316
4.2,8509
4.3,19314
3.8,21314
4.3,30224
3.7,731
4.5,454
3.6,14952
4.8,1250
3.3,1726
4.7,14065
4.6,556
4.6,4925
3.4,6507
4.6,11707
4.0,1077
4.1,46539
4.5,9066
4.4,1962
4.5,22071
4.0,196
4.1,278
4.5,61881
4.6,2129
4.1,1268
4.5,91359
4.6,22015
4.5,131569
4.3,31986
3.6,22875
4.4,17071
4.6,90242
4.1,483960
4.3,511228
3.9,464
4.5,155944
4.1,1920
3.6,22875
4.7,1032935
4.3,40116
4.7,51517
4.6,7690
4.4,321134
4.2,3755
4.5,104504
4.3,28009
4.2,333208
4.5,35218
4.5,116403
4.3,37517
4.0,292969
4.3,511420
4.8,428156
4.0,1577
4.9,38098
4.8,31139
4.9,272337
4.8,220125
4.4,400592
3.3,20098
4.7,117925
4.6,548021
4.8,48276
4.8,471036
4.8,12705
4.5,706
4.4,465
4.5,644
4.5,6238
4.5,144040
4.8,51227
3.9,357417
4.6,199
4.5,827597
4.5,9116
4.7,2071
4.7,50294
4.4,708674
4.2,1140
3.9,232153
4.2,14709
4.4,12029
4.6,1873516
4.6,2880
4.2,270267
4.5,559186
4.7,77777
4.5,8642
4.5,501144
3.7,1861
4.5,1203
4.6,299
4.6,115721
4.7,14810
4.5,183662
4.5,27393
4.6,10445
4.0,49479
4.3,4848
4.4,20812
4.5,328469
4.2,100406
4.6,205299
4.9,66791
4.5,183669
4.5,399009
4.6,5420
4.5,130104
4.6,251534
4.6,28951
4.5,60096
4.5,106547
4.4,134195
3.9,249855
4.5,27396
4.4,708710
4.6,109756
4.4,38343
4.5,190247
4.5,827651
4.6,115721
4.5,75571
4.4,70769
4.4,2107
4.4,26540
4.2,1608
4.5,19074
4.5,7976
4.4,7586
4.3,2885
4.6,48226
4.6,1026
4.9,28945
4.4,11506
4.3,1288
4.1,6826
4.6,111450
4.8,19543
4.5,233243
4.7,11689
4.6,77563
4.3,5499
4.4,70769
4.4,2107
4.6,48286
4.3,26652
4.6,71269
4.6,20301
4.5,93691
4.6,56145
4.6,20326
4.5,12955
4.1,2681
4.5,325738
4.6,4102
4.5,40296
4.8,4559407
4.8,570242
4.6,1873523
4.5,121838
4.1,62616
4.4,12858
4.2,34356
4.5,50679
4.3,16943
4.6,524299
4.0,267
4.6,623
4.5,27396
4.4,708710
4.5,75571
4.6,117176
4.4,70416
4.7,15674
4.4,14402
4.2,270294
4.5,144050
4.2,100406
4.4,141163
4.5,183669
4.6,251534
4.6,28951
4.6,1873520
4.5,559262
4.5,501144
4.4,708753
4.4,69395
4.5,827653
4.5,27439
4.0,2490
4.6,24094
4.1,18539
4.0,3061
4.4,229210
4.4,20547
4.1,3405
3.5,217
4.3,7895
4.5,32606
4.2,1324
4.6,1873520
4.4,69395
4.5,27439
4.0,2490
4.5,126017
4.6,24094
4.4,20547
4.4,229214
4.1,2469
4.0,3061
4.1,18539
4.1,3405
4.2,270294
4.5,32606
3.5,217
4.3,7895
4.2,1324
4.6,1873523
4.4,69395
4.5,14394
4.4,26540
3.7,1812
4.3,13724
4.5,10253
4.6,4642
4.7,16570
4.6,48226
4.6,20161
4.0,2894
4.4,5038
4.4,11506
4.8,31665
4.6,205299
4.2,13799
4.6,111455
4.1,111462
4.4,57634
4.5,233243
4.3,8576
4.7,11689
4.6,77563
4.4,70769
4.5,417907
4.8,3167
4.2,27386
4.5,162243
4.1,65913
4.1,24977
4.0,6000
4.3,37711
4.5,175293
4.6,353799
3.7,2758
3.7,1437
4.2,7573
4.5,8481
4.3,10054
3.9,10117
4.6,39189
4.3,3522
4.4,71419
4.6,36857
4.5,39123
3.8,14653
4.4,23013
4.7,114
3.4,287
4.3,4435
4.3,43800
4.0,4281
4.0,7508
3.8,491
4.3,22584
3.6,4087
3.8,2496
4.5,103305
4.6,2669
4.5,7619
4.7,126
4.3,273
3.7,2248
4.2,809
3.4,3280
3.9,1478
4.0,2382
4.0,4450
4.0,515
4.6,353800
4.0,4465
4.1,2427
3.9,6631
4.4,11200
4.4,6896
4.3,4435
4.6,36857
4.5,8481
4.5,162243
4.5,175293
4.5,417907
4.3,3834
4.2,27387
4.4,71421
4.3,22584
4.6,353813
4.1,81
3.9,2087
4.4,58
4.6,3014
4.1,923
3.8,67007
4.6,539
3.5,126862
4.7,48
4.3,1465
4.5,929
4.4,783
3.4,2907
4.3,434
4.3,411
4.6,237
4.6,2580
4.2,130272
4.6,130
4.4,7396
3.9,58055
4.5,1703
3.8,7750
4.3,6
3.7,12657
5.0,26
3.2,1919
4.5,60170
4.7,831
4.0,8671
4.1,20145
3.8,912
4.7,2639
4.5,399
4.2,3945
4.1,3781
3.1,1267
4.1,18968
4.1,47497
4.3,601
4.0,140995
4.6,51357
4.4,13565
4.4,39364
4.3,7287
4.6,161143
3.2,16168
4.5,100
4.6,116079
4.6,815893
4.3,985
3.0,4260
4.4,726074
4.4,3829
4.3,33572
3.5,6145
4.3,34327
4.5,7457
3.7,41941
4.5,82145
4.2,10944
4.3,665
4.6,2167
4.5,53652
3.9,18961
4.3,9412
3.3,9663
4.7,2225
4.2,23164
3.2,3031
4.4,95557
3.5,7869
3.7,4212
3.8,17368
3.8,6554
3.7,33264
4.6,34782
4.0,6676
3.6,1067
3.8,1797
4.1,367505
4.7,20304
3.9,7376
4.1,49147
4.6,69177
4.2,3448
3.6,1067
4.6,39724
4.2,3788
4.4,95736
4.6,1658
4.7,20304
4.1,3309
3.9,987
4.0,5208
4.1,78298
4.6,34802
4.1,6808
4.1,12452
4.1,360
4.4,16637
3.8,1797
4.3,95904
4.1,6808
4.1,12452
4.1,360
4.4,16637
3.8,1797
4.3,95905
4.4,3114
4.2,220
4.4,33
4.3,1533
4.1,28301
4.0,3937
4.2,894
4.1,21195
3.9,2042
4.4,13213
4.6,118034
4.5,9464
4.5,10097
4.8,28588
4.4,19621
4.5,10544
4.5,4427
4.6,50338
4.5,3346
4.5,4447388
4.5,27722264
4.4,22426677
4.7,254258
4.5,148897
4.2,369203
4.4,5234162
4.6,23133508
4.3,8118609
4.3,10485308
4.2,1497361
4.6,59800
4.4,2610526
4.4,4066989
4.5,3778921
4.4,6198563
4.3,10306
4.6,44891723
4.3,1000417
4.2,17039
4.2,685981
4.5,10393
4.5,14198297
4.5,592068
4.7,1732263
4.7,295241
4.5,1135631
4.4,5566669
4.3,1295557
3.8,270687
4.6,2157930
4.6,506275
4.4,4920817
4.3,23005
4.1,68057
4.3,1300490
4.4,8923587
4.6,4128732
4.3,42053
4.4,257724
4.7,990491
4.5,10216538
4.4,7614130
4.6,760628
4.5,9881829
4.4,2123381
4.6,7671249
4.5,27723193
4.5,4447346
4.3,10485334
4.5,14198602
4.6,44891723
4.4,22428456
4.4,4066980
4.5,3197865
4.7,1351068
4.6,5418675
4.5,9881908
4.5,148895
4.7,1889250
4.5,183846
4.8,230710
4.7,295305
4.4,6198880
4.6,2157930
4.5,5465624
4.6,59854
4.7,1534466
4.6,23134775
4.5,14891223
4.6,7672495
4.5,1137271
4.6,506275
4.4,2610622
4.7,990586
4.3,10354
4.3,8118937
4.4,4921122
4.3,18985
4.5,655067
4.4,7614271
4.5,10434
4.4,5234825
4.5,1385093
4.6,2698348
4.7,1125017
4.6,9882639
4.4,5566805
4.4,74673
4.5,5387639
4.6,2750410
4.3,1295606
4.5,461137
4.5,946926
4.4,9305
4.5,4448791
4.2,1498648
4.5,27724094
4.4,22428456
4.7,1351089
4.2,360630
4.5,1137267
4.5,14200344
4.6,7672495
4.4,5234810
4.5,6074334
4.3,8118937
4.3,1000417
4.5,592282
4.7,1535084
4.7,8118880
4.1,10424925
4.8,230727
4.4,37023
4.2,422244
4.4,98123
4.7,21262
4.3,118253
4.7,141529
4.2,70226
4.3,2251012
4.4,30253
4.1,15763
4.1,84911
4.2,46416
4.5,946926
4.7,7196
4.6,48256
4.5,6427773
3.1,25825
4.1,55380
3.4,148177
4.4,3715656
4.3,1841061
4.6,101686
4.4,275447
4.3,174755
4.6,4578476
4.2,145353
4.2,1499373
4.5,531458
4.4,3714270
4.2,195558
4.5,29940
4.8,230727
4.4,41975
4.6,216675
4.5,2311785
4.3,165888
4.6,541144
4.4,1107310
4.4,29168
4.5,189773
4.6,337752
4.6,102107
4.6,3093358
4.1,42079
4.5,240416
4.6,32506
4.4,70747
4.7,358817
4.6,15403
4.3,38957
4.5,214777
4.6,100609
4.2,1343866
4.5,168717
4.8,549720
4.1,18996
4.3,25094
4.4,93033
4.0,120592
4.2,187972
4.0,484981
4.2,2055
4.5,73539
4.7,59017
4.2,5829
4.4,18621
4.6,19922
4.9,21119
4.4,7412
4.5,18125
4.6,10795
4.2,13004
4.5,38207
4.6,9394
4.6,337913
4.5,4449882
4.4,22429716
4.6,3883589
4.5,14200550
4.6,2719142
4.4,1107197
4.4,3716278
4.3,931595
4.3,165928
4.6,1480189
4.3,2468063
4.3,309176
4.6,807338
4.5,446434
4.5,214819
4.2,522466
4.7,584126
4.3,32551
4.0,90218
4.4,212524
4.3,2045554
4.6,745684
4.7,416540
4.4,16601
4.7,59017
4.4,3057481
4.3,224514
4.2,26247
4.4,22430188
4.5,4449910
4.5,14201891
4.5,27725352
4.4,6199095
4.3,10493
4.5,148945
4.7,1351771
4.7,1889582
4.6,23136735
4.6,44893888
4.4,7614415
4.4,4067651
4.7,295576
4.6,59907
4.5,10460
4.3,10486018
4.3,8119151
4.3,1295625
4.6,3093932
4.8,230849
4.5,9883367
4.4,5235294
4.5,3198176
4.5,10055521
4.6,4129665
4.6,2158580
4.6,506593
4.6,5419676
4.7,990723
4.5,592504
4.5,21892
4.5,1138239
4.6,9883806
4.5,197540
4.4,74695
4.4,5566889
4.6,2698882
4.7,1535973
4.5,14892469
4.4,8923818
4.6,7674252
4.7,1125438
4.6,29445
4.5,655145
4.4,4921451
4.5,5476569
4.3,1083571
4.5,27725352
4.2,1500999
4.5,4230886
4.3,8119154
4.4,5235294
4.7,1535973
4.6,2698889
4.7,990663
4.6,7674252
4.4,2119218
4.6,1327265
4.5,184210
4.3,1003269
4.5,1242855
4.5,401425
4.6,10979062
4.6,515657
4.3,955656
4.6,337913
4.5,1468591
4.7,725897
4.5,549039
4.7,1559650
4.7,292164
4.6,520962
4.4,1381820
4.3,525517
4.5,696
4.3,194969
4.4,327599
4.2,3816799
4.3,10538
4.5,5476569
4.4,105620
4.7,37139
4.2,147791
4.1,347883
4.5,343263
4.5,216849
4.5,354373
4.1,753043
4.3,43055
4.5,80678
4.4,153381
4.5,559
4.6,3073251
4.0,26649
4.3,2151039
4.5,306764
4.4,22430188
4.4,4067651
4.6,59907
4.2,1500622
4.5,14201604
4.6,280098
4.5,148990
4.7,154264
4.5,26985
4.5,1125438
4.5,5387781
4.4,8923847
4.6,1327269
4.3,23043
4.4,42145
4.3,1295625
4.7,990796
4.7,171448
4.4,2610680
4.3,1300619
4.4,2123793
4.5,21892
4.5,6074627
4.4,104303
4.4,5566908
4.6,1480182
4.6,2750645
4.4,47644
4.6,125647
4.2,4355
4.4,2119235
4.6,214878
4.6,811040
4.7,1536349
4.5,592504
4.2,17044
4.6,155186
4.7,1125566
4.6,5419676
4.3,34494
4.6,260651
4.4,4638163
4.4,4921409
4.5,1468638
4.2,344585
4.4,7614407
4.3,234110
4.7,48615
4.5,470694
4.4,42145
4.5,4449910
4.4,14774
4.4,12753
4.5,33983
4.6,20267
4.5,5761
4.3,11618
4.7,12948
4.4,685
4.5,9779
4.2,369378
4.5,11436
4.5,2150
4.7,48615
4.4,382
4.3,24936
4.6,1109
3.9,974
4.2,108795
4.5,1455
4.3,1024
4.5,1014822
4.4,86961
4.4,7320
4.8,269194
4.4,59843
4.4,18616
4.3,11950
4.6,4289
4.1,68286
4.5,11716
4.5,3323
4.5,36606
4.0,328619
4.5,10216997
4.6,46741
4.5,530854
4.5,7050
4.5,235906
4.4,17753
4.7,6294400
4.5,520609
4.5,432
4.2,32029
4.3,4207
4.5,64
4.2,96
4.3,82471
4.4,496
4.6,20267
4.6,29436
4.5,19230
4.2,11126
4.5,23671
4.6,9652
4.6,9626
4.1,29319
4.5,1791
4.6,9199
4.6,14014
4.5,110877
4.3,160
3.8,10366
4.5,47644
